104530238,rb782u_-ctl_-08
109670254,rb782u_-ctl_-08
103211631,rb782u_-ctl_-08
103871620,rb782u_-ctl_-08
104792127,rb782u_-ctl_-08
109412173,rb782u_-ctl_-08
110941726,rb782u_-ctl_-08
114601090,rb782u_-ctl_-08
116101108,rb782u_-ctl_-08
108901312,rb782u_-ctl_-08
104961481,n2i_-ctl_-04
107091764,n2i_-ctl_-04
112002005,n2i_-ctl_-04
110621021,n2i_-ctl_-04
115301478,n2i_-ctl_-04
120141889,n2i_-ctl_-04
106051017,n2u_50um_-11
108900678,n2u_50um_-11
113951044,n2u_50um_-11
106331496,n2u_50um_-11
107161835,n2u_50um_-11
110891945,n2u_50um_-11
102320396,rb782u_25um_
118210447,rb782u_25um_
117780713,rb782u_25um_
115650552,rb782u_25um_
120191513,rb782u_25um_
109691567,rb782u_25um_
109771994,rb782u_25um_
113341746,rb782u_25um_
111171895,rb782u_25um_
112722009,rb782u_25um_
105380887,n2u_50um_-03
105781776,n2u_50um_-03
108972109,n2u_50um_-03
113282167,n2u_50um_-03
116861164,n2u_50um_-03
111512154,n2u_50um_-07
117331391,n2u_50um_-07
110380794,n2u_50um_-07
104391742,n2u_50um_-07
111961213,n2u_25um_-12
114461852,n2u_25um_-12
119482003,n2u_25um_-12
103530770,n2u_25um_-12
103831240,n2u_25um_-12
106300978,n2u_25um_-10
105841740,n2u_25um_-10
117501508,n2u_25um_-10
116572110,n2u_25um_-10
120222046,n2u_25um_-10
105771450,rb782i_DMSO_-10
106361423,rb782i_DMSO_-10
104930327,rb782i_DMSO_-10
105390744,rb782i_DMSO_-10
100651442,rb782i_DMSO_-10
107252288,rb782i_DMSO_-10
111122196,rb782i_DMSO_-10
113242482,rb782i_DMSO_-10
115312047,rb782i_DMSO_-10
113431876,rb782i_DMSO_-10
113851869,rb782i_DMSO_-10
118402405,rb782i_DMSO_-10
116952045,rb782i_DMSO_-10
109061339,rb782i_DMSO_-10
112541381,rb782i_DMSO_-10
113091287,rb782i_DMSO_-10
115091353,rb782i_DMSO_-10
120541454,rb782i_DMSO_-10
120151367,rb782i_DMSO_-10
112160287,rb782i_DMSO_-10
112912321,n2i_DMSO_-04
113730791,n2i_DMSO_-04
108350939,n2i_DMSO_-04
103360792,n2i_DMSO_-04
112341795,n2i_DMSO_-04
111082101,n2i_DMSO_-04
108862253,n2i_DMSO_-04
118570663,n2i_DMSO_-04
108151127,rb782i_50um_-13
115711035,rb782i_50um_-13
116311760,rb782i_50um_-13
114852226,rb782i_50um_-13
120101770,rb782i_50um_-13
106062214,rb782i_50um_-13
104332125,rb782i_50um_-13
102911788,rb782i_50um_-13
102541901,rb782i_50um_-13
106020882,rb782u_25um_-06
103621532,rb782u_25um_-06
117210770,rb782u_25um_-06
116732177,rb782u_25um_-06
104520806,n2u_50um_-02
116061773,n2u_50um_-02
113632264,n2u_50um_-02
105281263,rb782i_25um_-07
108231279,rb782i_25um_-07
108050293,rb782i_25um_-07
109821923,rb782i_25um_-07
110591923,rb782i_25um_-07
113642071,rb782i_25um_-07
119720245,rb782i_25um_-07
114171596,rb782i_25um_-07
112251503,rb782i_25um_-07
109241062,rb782i_25um_-07
109480959,rb782i_25um_-07
110061165,rb782i_25um_-07
110330734,rb782i_25um_-07
105701742,rb782i_25um_-07
104951705,rb782i_25um_-07
103351978,rb782i_25um_-07
105372001,rb782i_25um_-07
108492248,rb782i_25um_-07
109040964,n2i_-ctl_-15
107181111,n2i_-ctl_-15
106911526,n2i_-ctl_-15
107152152,n2i_-ctl_-15
117590728,n2i_-ctl_-15
111401391,n2i_-ctl_-15
110521147,n2i_-ctl_-15
111260541,n2i_-ctl_-12
115461011,n2i_-ctl_-12
108621437,n2i_-ctl_-12
110032378,n2i_-ctl_-12
103982086,n2i_-ctl_-12
104720846,n2i_-ctl_-12
106230916,n2i_-ctl_-12
106600893,n2i_-ctl_-12
105520717,rb782u_DMSO_-02
103000360,rb782u_DMSO_-02
102350677,rb782u_DMSO_-02
110120605,rb782u_DMSO_-02
111290477,rb782u_DMSO_-02
106621121,rb782u_DMSO_-02
113581860,rb782u_DMSO_-02
116022005,rb782u_DMSO_-02
115270927,rb782u_DMSO_-02
119791601,rb782u_DMSO_-02
101211404,rb782u_DMSO_-02
104871146,n2u_25um_-05
110130865,n2u_25um_-05
114060721,n2u_25um_-05
104851708,n2u_25um_-05
102882329,n2u_25um_-05
115191616,n2u_25um_-05
120070186,n2i_25um_-05
118640761,n2i_25um_-05
118040527,n2i_25um_-05
116450577,n2i_25um_-05
118341321,n2i_25um_-05
116781278,n2i_25um_-05
114830428,n2i_25um_-05
112290463,n2i_25um_-05
107510787,n2i_25um_-05
101781355,n2i_25um_-05
106431558,n2i_25um_-05
114751653,n2i_25um_-05
114841317,n2i_25um_-05
105041925,n2u_50um_-06
110991394,n2u_50um_-06
118731161,n2u_50um_-06
114881228,n2u_-ctl_-12
110912052,n2u_-ctl_-12
105381863,n2u_-ctl_-12
106252483,n2u_-ctl_-12
106752068,n2u_-ctl_-12
105260464,n2u_-ctl_-12
104930969,n2u_-ctl_-12
105510824,n2u_-ctl_-12
119721075,rb782i_50um_-12
112571309,rb782i_50um_-12
110170920,rb782i_50um_-12
115272401,rb782i_50um_-12
104260869,rb782i_50um_-12
103470798,rb782i_50um_-12
110170607,rb782i_-ctl_-09
107980967,rb782i_-ctl_-09
106621592,rb782i_-ctl_-09
115851744,rb782i_-ctl_-09
114341300,rb782i_-ctl_-09
107650661,rb782u_DMSO_-11
111220360,rb782u_DMSO_-11
110571447,rb782u_DMSO_-11
113480791,rb782u_DMSO_-11
118530673,rb782u_DMSO_-11
119241714,rb782u_DMSO_-11
113992134,rb782u_DMSO_-11
119942338,rb782u_DMSO_-11
117470294,n2u_50um_-12
114781052,n2u_50um_-12
107850501,n2u_50um_-12
110391247,n2u_50um_-12
106821148,n2u_50um_-12
105470772,n2u_50um_-12
109522244,n2u_50um_-12
106412416,n2u_50um_-12
104172030,rb782u_-ctl_-12
106131903,rb782u_-ctl_-12
105381797,rb782u_-ctl_-12
108612377,rb782u_-ctl_-12
118990955,rb782u_-ctl_-12
119241444,rb782u_-ctl_-12
109460610,rb782u_-ctl_-12
104840300,rb782u_-ctl_-12
105690490,rb782u_-ctl_-12
112270431,n2u_25um_
111801226,n2u_25um_
117181665,n2u_25um_
109022275,n2u_25um_
104520747,n2u_25um_
107300981,n2u_DMSO_-11
111851551,n2u_DMSO_-11
111051380,n2u_DMSO_-11
120440746,n2u_DMSO_-11
101952242,n2u_DMSO_-11
107341007,rb782i_-ctl_-06
114011041,rb782i_-ctl_-06
114851134,rb782i_-ctl_-06
109961971,rb782i_-ctl_-06
116862123,rb782i_-ctl_-06
115232315,rb782i_-ctl_-06
111632317,rb782i_-ctl_-06
108872390,rb782i_-ctl_-06
105342382,rb782i_-ctl_-06
114492522,rb782i_-ctl_-06
103371065,rb782i_-ctl_-06
104461326,rb782i_-ctl_-06
